budget,id,overview,popularity,release_date,revenue,title,vote_average,vote_count,release_year,return
0.0,285851.0,"Lauded Quebec filmmaker Rodrigue Jean (Lost Song) takes a fearless, unflinching look at the reality of addiction in this tough-minded docudrama set in the bleak milieu of hustlers and junkies in Montreal.",0.786654,2014-09-04,0.0,Love in the Time of Civil War,5.0,5.0,2014,0.0
0.0,79374.0,"A missing person case involving a female university student and the victim in a hit and run case appears to be the same person. Detectives look for a witness. A witness, Min Soo-Ah appears, but Min Soo-Ah is blind. She used to be a promising student at the police academy. With her acute senses, Min Soo-Ah is able to reveal important clues on the hit and run case. Another witness, Kwon Gi-Seob then appears. Gi-Seob, who witnessed the case with his own eyes, gives contradictory statements to Min Soo-Ah. The investigation then goes through many twists and turns, while Min Soo-Ah finds herself up against the killer.",1.826986,2011-08-10,0.0,Blind,7.5,31.0,2011,0.0
0.0,27058.0,"When Steve Mitchell is clandestinely sent to the US embassy in Bucharest, Romania to disarm a nuclear bomb that has secretly remained in the building since the end of the Cold War, little does he know that other problems will soon erupt. He must join Erica Long, a diplomatic attaché who is not all that she appears, to work together on setting the correct computer code that will disable the weapon and accomplish the mission. But while watching video monitors from inside a long-forgotten surveillance room, Steve witnesses a surprising deadly takeover of the building by the Serbian Liberation Front.",0.571035,1999-11-17,0.0,Diplomatic Siege,4.7,3.0,1999,0.0
0.0,6022.0,"As Constance (Natasha Richardson) and Nina (Toni Collette) gather at the deathbed of their mother, Ann (Vanessa Redgrave), they learn for the first time that their mother lived an entire other lifetime during one evening 50 years ago. In vivid flashbacks, the young Ann (Claire Daines) spends one night with a man named Harris (Patrick Wilson), who was the love of her life.",2.291288,2007-06-09,0.0,Evening,5.7,48.0,2007,0.0
0.0,57019.0,A thriller centered on a man who is accused of a crime he didn't commit.,0.634539,2010-09-29,0.0,No Return,5.8,6.0,2010,0.0
0.0,64562.0,"Truman Capote's semi-autobiographical first novel about coming of age in the Deep South during the 1930s centers on 13-year-old Joel Sansom (David Speck), who reunites with his estranged father at the family's shabby plantation, where he must contend with his father's feisty mistress and a strange cousin. Against this less-than-ideal backdrop, Joel slowly matures into an upstanding young man.",0.03668,1995-09-15,0.0,Other Voices Other Rooms,10.0,1.0,1995,0.0
27000000.0,2288.0,"A witty, romantic, and very dangerous love story about chance meetings, instant attractions, and casual betrayals. Two couples disintegrate when they begin destructive adulterous affairs with each other.",10.860952,2004-12-01,115505027.0,Closer,6.7,845.0,2004,4.277963962962963
0.0,80318.0,A pair of working-class brothers flee their Reno Motel after getting involved in a fatal hit-and-run accident.,14.244826,2012-11-16,0.0,The Motel Life,5.7,22.0,2012,0.0
0.0,50185.0,"Hitman Dekker is on his last job, out to kill the wife (Jain) of his client, but he starts to waiver. The longer he takes to do the job the more difficult it becomes.",0.781841,1991-11-20,31815.0,Diary of a Hitman,3.5,4.0,1991,0.0
2000000.0,10178.0,"When a US Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny.",8.999948,1954-06-24,21750000.0,The Caine Mutiny,7.2,78.0,1954,10.875
0.0,400547.0,"Hurricane Bianca is a revenge comedy about a New York teacher who moves to a small town in Texas, gets fired for being gay, and returns disguised in drag to get revenge on the people who were nasty to him.",6.59707,2016-06-03,0.0,Hurricane Bianca,6.3,63.0,2016,0.0
0.0,54731.0,"Ricky Williams does not conform to America’s definition of the modern athlete. In 2004, with rumors of another positive marijuana test looming, the Miami Dolphins running back traded adulation and a mansion in South Florida for anonymity and a $7 a night tent in Australia. His decision created a media frenzy that dismantled his reputation and branded him as America's Pothead. But while most in the media thought Williams was ruining his life by leaving football, Ricky thought he was saving it. Through personal footage recorded with Williams during his time away from football and beyond, filmmaker Sean Pamphilon takes a fresh look at a player who had become a media punching bag and has since redeemed himself as a father and a teammate.",0.29247,2010-04-27,0.0,"Run, Ricky Run",6.9,5.0,2010,0.0
0.0,246917.0,"One hundred years ago, an evil bonesetter was killed for his crimes against children. Now in the present a single mother and a shy librarian must discover who is behind a rash of child abductions, is the Bonesetter back to finish his depraved work?",0.10801,2004-07-15,0.0,The Bonesetter,4.0,1.0,2004,0.0
0.0,47033.0,"Day of the Full Moon, a series of vignettes from Russia past and present, summons the spirit of Ophuls’ La Ronde, Altman’s Nashville and Short Cuts, and the time-shifting strategies of Resnais (Mon Oncle d’Amérique) to tell provocative, connected stories illustrating the waltz of years and whim of memory. In 1948, a young man, a boy, and a waiter are captivated during the full moon by a mysterious woman in a  lilac dress. The effects of this event ripple across the years, washing over more than 80 characters, including a disc jockey, a fairy princess, a gangster, Alexander Pushkin, and a nostalgic dog. But which of these are dreams, and which reality? Director Shakhnazarov continues his career-long focus on the intersection of past and present with this mysterious, exhilarating mosaic of humankind, which in the end both seduces and satisfies.",0.183931,1998-08-29,0.0,Day of the Full Moon,5.0,3.0,1998,0.0
0.0,369894.0,A man's nervous breakdown causes him to leave his wife and live in his attic for several months.,6.835437,2016-09-02,0.0,Wakefield,6.3,57.0,2016,0.0
6000000.0,83686.0,"The Words follows young writer Rory Jansen who finally achieves long sought after literary success after publishing the next great American novel. There's only one catch - he didn't write it. As the past comes back to haunt him and his literary star continues to rise, Jansen is forced to confront the steep price that must be paid for stealing another man's work, and for placing ambition and success above life's most fundamental three words.",6.089971,2012-09-07,13231461.0,The Words,6.4,384.0,2012,2.2052435
0.0,66195.0,A criminal on the run cons his way into the wrong dinner party where the host is anything but ordinary.,5.935839,2010-07-01,14870.0,The Perfect Host,6.2,136.0,2010,0.0
0.0,11862.0,"Just when George Banks has recovered from his daughter's wedding, he receives the news that she's pregnant ... and that George's wife, Nina, is expecting too. He was planning on selling their home, but that's a plan that -- like George -- will have to change with the arrival of both a grandchild and a kid of his own.",8.387519,1995-02-10,76578911.0,Father of the Bride Part II,5.7,173.0,1995,0.0
0.0,32139.0,A heart-warming comedy about the friendship between the new kid in town and a soccer-playing dog on the lam from the dog-catcher. It's up to these two underdogs to win the PeeWee Soccer League championship game.,0.111342,1999-01-01,0.0,Soccer Dog: The Movie,3.5,2.0,1999,0.0
0.0,294574.0,"Ancient curses, enchanted artifacts and plain old fashioned dungeon diving: that's what Fam and Ihrie do for a living - whenever these lovely young ladies can get someone to pay them for it, that is. As two highly trained magic users with slightly faulty spelling abilities, they're off on a quest for the ""Ultimate Power."" All they have to do is find three artifacts: the Proof Of Royalty, the Sword of Sargus and the Mirror of Truth. So how hard can it be?",0.038722,1995-06-25,0.0,Ruin Explorers,6.0,1.0,1995,0.0
0.0,28417.0,"Les Barons ont une devise : ""glander plus pour vivre plus"". Chaque être humain naît avec un crédit de pas. Chaque pas effectué te rapproche de la mort. Nous, les Barons, on le sait dès le départ.",1.016201,2009-11-04,0.0,Les Barons,6.0,11.0,2009,0.0
0.0,261036.0,"A Seattle couple travel to New York to interview colorful former dancer Tobi for research on a dissertation about dance. But soon, common niceties and social graces erode when the questions turn personal and the true nature of the interview is called into question.",2.099788,2014-04-18,37285.0,Match,5.6,16.0,2014,0.0
0.0,42647.0,A poor girl was given an impossible task by her stepmother: to gather snowdrops in a winter forest. Suddenly she stumbled across twelve brothers who happened to be the twelve months.,0.597861,1956-12-30,0.0,The Twelve Months,4.2,8.0,1956,0.0
0.0,11012.0,The life of a respected British politician at the height of his career crumbles when he becomes obsessed with his son's lover.,6.384589,1992-12-02,7532911.0,Damage,6.7,76.0,1992,0.0
0.0,56256.0,"A young man from Constanța who has his own business aims to expand, but he doesn't have the resources.",0.313928,2001-06-01,0.0,Stuff and Dough,7.4,9.0,2001,0.0
0.0,276906.0,"Two codependent roommates, on the verge of eviction, flee New York for the promise of sunshine in Los Angeles where their friendship is tested by a chance at fame, a fortune teller and an amorous wealthy aunt.",0.638504,2014-06-15,0.0,Apartment Troubles,5.4,8.0,2014,0.0
0.0,71689.0,"Perry's worst fear comes true when Phineas and Ferb finds out that he is in fact Secret Agent P, but that soon pales in comparison during a trip to the 2nd dimension where Perry finds out that Dr. Doofenshmirtz is truly evil and successful.",5.506221,2011-08-05,0.0,Phineas and Ferb the Movie: Across the 2nd Dimension,6.6,107.0,2011,0.0
0.0,263314.0,"Shreedhar works as a clerk, lives a happy, content life with his family in a beautiful Konkan village. His troubles begin when he takes his wife, son and daughter with him on an official tour to Mumbai. Dazzled by the sights, Omkar, Sreedhar’s son insists on visiting a five star hotel that Shreedhar can’t even dream of affording. Unable to placate the son, the father wagers a night’s stay at the hotel if the son can stand first in his school exams.  The father-son duo’s attempts to win the bet and the extent to which they are pushed by harsh realities makes for the funny and emotional journey of this bitter-sweet tale.",0.015176,2011-04-11,0.0,Taryanche Bait,0.0,0.0,2011,0.0
0.0,251281.0,"Thomas Pynchon is a best - selling American author, who, very much unlike the vast majority his peers, has eschewed the lime light with almost fanatical determination for the past four decades. This very well made movie pieces together testimonies and evidence and investigates Pynchon's background and (speculative) motivations, not just for his persistent hiding, but especially for his writing. It left me with a lot of admiration for the person Thomas Pynchon, who is happy to have his books read and get on with his life, rather than cheapen himself on the media circuit. The sound track is aptly provided by ""The Residents"", an American underground band who for the past 30 years have only appeared masked on stage and whose members are unknown. Seems that Pynchon is in good company.",0.002844,2003-05-02,0.0,Thomas Pynchon: A Journey Into the Mind of P.,0.0,0.0,2003,0.0
700000.0,18734.0,"In this biting and disturbing coming-of-age tale from writer-director Michael Cuesta, life is bittersweet along the L.I.E., also known as the Long Island Expressway, as suburban teen Howie Blitzer learns all too clearly. In the space of a week, he loses nearly everything and everyone he knows and is left to navigate his adolescence virtually unsupervised.",8.66635,2001-01-20,1667192.0,L.I.E.,6.7,31.0,2001,2.3817028571428573
0.0,58166.0,An English teacher brings soccer to a German school in the 19th Century.,1.726298,2011-02-24,0.0,Lessons of a Dream,7.0,23.0,2011,0.0
0.0,5592.0,"Gabrielle Deneige is an independent, ambitious TV weather girl torn between her love of a distinguished author several decades her senior, and the attentions of a headstrong, potentially unstable young suitor. An unspoken past between the two men heightens tensions, and though she's initially certain of her love for one them, the see-saw demands and whims of both men keep confusing - and darkening - matters. Before long she's encountering emotional and societal forces well beyond her control, inexorably leading to a shocking clash of violence and passion.",1.824206,2007-08-08,0.0,A Girl Cut in Two,6.0,19.0,2007,0.0
100000000.0,2059.0,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",18.932203,2004-11-19,347451894.0,National Treasure,6.4,1974.0,2004,3.47451894
35000000.0,18126.0,"When Miley Stewart (aka pop-star Hannah Montana) gets too caught up in the superstar celebrity lifestyle, her dad decides it's time for a total change of scenery. But sweet nibblets! Miley must trade in all the glitz and glamour of Hollywood for some ol' blue jeans on the family farm in Tennessee, and question if she can be both Miley Stewart and Hannah Montana. With a little help from her friends – and awesome guest stars Taylor Swift, Rascal Flatts and Vanessa Williams – will she figure out whether to choose Hannah or Miley?",6.332878,2009-04-10,155545279.0,Hannah Montana: The Movie,6.0,465.0,2009,4.444150828571429
0.0,16017.0,"Christoffer and Maja's trip to Prague to bring back Chistoffer's deceased father, evolves into the story of a brake-up. With the dead father lurking in the background, secrets gradually emerge threatening to destroy their marriage.",2.466901,2006-11-03,0.0,Prague,6.7,15.0,2006,0.0
0.0,96769.0,"Internationally acclaimed ventriloquist Nina Conti, takes the bereaved puppets of her mentor and erstwhile lover Ken Campbell on a pilgrimage to 'Venthaven' the resting place for puppets of dead ventriloquists. She gets to know her latex and wooden travelling partners along the way, and with them deconstructs herself and her lost love in this ventriloquial docu-mocumentary requiem. Ken Campbell was a hugely respected maverick of the British Theatre, an eccentric genius who would snort out forgotten artforms. Nina was his prodigy in ventriloquism and has been said to have reinvented the artform. This film is truly unique in genre and style. No one has seen ventriloquism like this before.",0.271013,2012-03-11,0.0,Her Master's Voice,8.1,4.0,2012,0.0
0.0,10548.0,"It's 1974. Muhammad Ali is 32 and thought by many to be past his prime. George Foreman is ten years younger and the heavyweight champion of the world. Promoter Don King wants to make a name for himself and offers both fighters five million dollars apiece to fight one another, and when they accept, King has only to come up with the money. He finds a willing backer in Mobutu Sese Suko, the dictator of Zaire, and the ""Rumble in the Jungle"" is set, including a musical festival featuring some of America's top black performers, like James Brown and B.B. King.",3.60795,1996-10-25,2666118.0,When We Were Kings,7.3,54.0,1996,0.0
0.0,39929.0,"When Hamilton High's Prom Queen of 1957, Mary Lou Maloney is killed by her jilted boyfriend, she comes back for revenge 30 years later. Bill Nordham is now the principle of Hamilton High and his son is about to attend the prom with Vicki Carpenter. However, she is possessed by Mary Lou Maloney after opening a trunk in the school's basement. Now Bill must face the horror he left behind in 1957.",5.383766,1987-11-13,2683519.0,Hello Mary Lou: Prom Night II,6.0,35.0,1987,0.0
500000.0,12795.0,"In the dirtiest, funniest, most scandalous gay-teen-sex-comedy-parody ever, four young gay friends make a pact to lose their virginity by the end of the summer. The boys soon face giant sex toys, naked celebrities, masochistic teachers and an uncontrollable romance with a quiche.",5.978211,2006-04-28,745327.0,Another Gay Movie,5.2,48.0,2006,1.490654
0.0,24189.0,No overview found.,1.116154,2006-09-08,0.0,The Missing Star,6.6,8.0,2006,0.0
0.0,141010.0,"Wells Fargo hires bounty hunters to protect its gold transports from the notorious outlaw Glenn Kovacs. Jeff Sullivan, one of the hired gunmen, buys the freedom of Dan Barker, a prisoner who may lead him to Kovacs. When Barker escapes from Sullivan, the other bounty hunters pursue him also, leading to the ultimate showdown between all parties.",6.2e-05,1971-08-11,0.0,And the Crows Will Dig Your Grave,0.0,0.0,1971,0.0
0.0,16958.0,"Recently paroled from prison, legendary burglar ""Doc"" Riedenschneider, with funding from Alonzo Emmerich, a crooked lawyer, gathers a small group of veteran criminals together in the Midwest for a big jewel heist.",12.86559,1950-05-22,0.0,The Asphalt Jungle,7.5,102.0,1950,0.0
0.0,12490.0,"Michael Lynch is a notorious criminal with two wives and a flair for showmanship. He's also a huge embarrassment to the local police, who are determined to bring him down once and for all.",10.267029,2000-01-07,0.0,Ordinary Decent Criminal,6.0,66.0,2000,0.0
0.0,42420.0,"Meeting his handicapped son for the first time, a young father attempts to forge a relationship with the teenager.",1.722948,2004-09-10,0.0,The Keys to the House,6.6,21.0,2004,0.0
0.0,85651.0,A gang war/drug story set in a Los Angeles ghetto about the coming of age of a 15-year-old black youth.,0.115396,1978-05-24,0.0,Youngblood,5.0,1.0,1978,0.0
0.0,94352.0,"An original story featuring performances by Cirque du Soleil. A young woman is entranced by an Aerialist. When they fall into the dreamlike world of Cirque du Soleil and are separated, they travel through the different tent worlds trying to find each other.",4.725759,2012-11-09,34153101.0,Cirque du Soleil: Worlds Away,6.1,58.0,2012,0.0
0.0,24185.0,"Franco Elica is a film director casting a remake of a pious melodrama in Rome. He's melancholy, heading south for a break. On a beach, he meets a man who films weddings and is roped into helping film the wedding of the daughter of a severe and imperious prince. The wedding is one of convenience - the prince needs money, the groom is a mama's boy. Elica is attracted to the bride, Boda, and tries to convince her not to marry. No matter how outrageous his behavior, the prince keeps Elica on as the wedding director. As the wedding approaches, what's real blurs with Elica's imagination. Is he mad?",0.906035,2006-04-21,0.0,The Wedding Director,5.8,9.0,2006,0.0
0.0,138522.0,"A slow, dialogue-free film about a woman's journey in Siberia.",0.537009,1996-09-18,0.0,Few of Us,7.3,4.0,1996,0.0
6800000.0,199687.0,"The trio of Dharam, Paramveer and Gajodhar reunite, this time in the UK. Paramveer opens up the 'Yamla Pagla Deewana' club and re-encounters a visit with Dharam and Gajodhar, after their last visit to Canada. Now, the trio are back with double the fun, double the action, and double the romance, with Suman and Paramveer's love Reet.",0.168763,2013-06-07,0.0,Yamla Pagla Deewana 2,2.8,3.0,2013,0.0
0.0,112481.0,A herpetologist investigating a series of fatal rattlesnake attacks discovers that the creatures have been infected by a mysterious nerve gas disposed of in the desert by the military.,0.000578,1976-04-23,0.0,Rattlers,5.4,5.0,1976,0.0
70000000.0,856.0,"'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.",16.78596,1988-06-21,329803958.0,Who Framed Roger Rabbit,7.2,1466.0,1988,4.711485114285714
0.0,214069.0,A director with two weeks left on his latest production fakes an ulcer to pursue a romance with his lead actress.,0.271783,2013-08-09,0.0,When Evening Falls on Bucharest or Metabolism,7.4,7.0,2013,0.0
0.0,18673.0,"8X10 Tasveer is a story about young man named Jai Puri, (Akshay Kumar), who possesses supernatural powers. Jai is of Indian origin who works as a forest ranger in Canada. His life is shattered by a loss of a very important person in his life. This personal tragedy leads him to use his unique supernatural power to unravel the mystery behind the murder.",1.099309,2009-04-03,0.0,8 X 10 Tasveer,4.2,5.0,2009,0.0
0.0,57387.0,"Stockholm Syndrome.  Feelings arise between a young kidnapper and his victim, a woman surgeon. He seeks revenge for a medical accident that prevents him from living peacefully and decides to kidnapp the woman he holds responsible. When the latter manage to escape, she can't stop to meet her kidnapper again, for reasons of love and of vengeance.",0.460063,2010-11-04,0.0,In Your Hands,6.1,8.0,2010,0.0
0.0,147264.0,"Nicholas Jarecki follows director James Toback on the 12-day shoot of his thriller, When Will I Be Loved -- a movie made without a script or distribution deal.",1.206658,2005-12-04,0.0,The Outsider,7.0,2.0,2005,0.0
1800000.0,1051.0,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,6.694959,1971-10-09,41158757.0,The French Connection,7.4,435.0,1971,22.86597611111111
0.0,144156.0,Experimental shot film by Peter Tscherkassky utilizing found footage.,0.352785,2001-03-17,0.0,Dream Work,8.1,7.0,2001,0.0
0.0,47697.0,"Desdemona, daughter of a Venetian aristocrat, elopes with Moorish military hero Othello, to the great resentment of Othello's envious underling Iago. Alas, Iago knows Othello's weakness, and with chilling malice works on him with but too good effect...",2.698585,1951-11-27,0.0,Othello,6.5,35.0,1951,0.0
2700000.0,352205.0,"In a rural Indian village, four ordinary women begin to throw off the traditions that hold them in servitude in this inspirational drama.",3.322681,2015-11-14,0.0,Parched,8.5,23.0,2015,0.0
0.0,37711.0,"Amechiyo (the banished prince) falls in love with Tanukihime (a princess of raccoon dog disguised as human). This is an operetta which includes comedy, singing and dancing, and a love story.",0.751468,2005-05-28,0.0,Princess Raccoon,4.7,5.0,2005,0.0
0.0,323688.0,"In his first hourlong comedy special, Brian Gaar tackles everything from the challenges of fatherhood, trying to keep his gamer cred in his 30s, and life in a certain small Texas town.  Brian has more than 80,000 followers on Twitter, and celebrity fans include: Patton Oswalt, Will Arnett, Seth Meyers, Jim Gaffigan, Andy Richter, Rob Delaney, Margaret Cho, Minnie Driver, Amy Schumer, Zachary Levi, Billy Eichner, Samantha Bee, Ike Barinholtz, Ryan Phillippe and Juliette Lewis.  Former “Saturday Night Live” head writer and current producer/head writer of “Late Night with Seth Meyers” Alex Baze called Brian one of his favorite Twitter joke writers. Likewise, Playboy recently named him one of the funniest people on Twitter.  ""Jokes I Wrote at Work"" was filmed live at the Spider House Ballroom in Austin, Texas.",0.022506,2015-02-05,0.0,Brian Gaar: Jokes I Wrote At Work,0.0,0.0,2015,0.0
0.0,74308.0,"A chronicle of three weeks in the lives of several high school teachers, administrators and students through the eyes of substitute teacher, Henry Barthes. Henry roams from school to school, imparting modes of knowledge, but never staying long enough to form any semblance of sentient attachment.",4.179477,2011-04-24,72689.0,Detachment,7.3,343.0,2011,0.0
0.0,176651.0,"Kang-Yi is a teenage girl who lives in an apartment building in the port city of Keelung. Most of her family, and the people in the apartment, are blind, and she helps them out. Ah Ping, who was brought up on the mainland and only speaks Mandarin, comes back to Taiwan after dropping out of military academy. He stays in the same building, and starts to date Kang-Yi. This annoys one of her classmates, who claims she is his girl, and he gets his gang of thugs to bully Ah Ping.",0.297027,1999-11-26,0.0,Darkness and Light,7.3,3.0,1999,0.0
27000000.0,21295.0,"Working class New York bus driver Ralph Kramden is always coming up with get-rich-quick schemes for him and his best friend, Ed Norton, who's always around to help him get in (and out of) trouble.",4.57478,2005-06-10,0.0,The Honeymooners,4.1,21.0,2005,0.0
0.0,45793.0,"In the sixteenth century, Miguel de Cervantes, poet, playwright, and part-time actor, has been arrested, together with his manservant, by the Spanish Inquisition. They are accused of presenting an entertainment offensive to the Inquisition. Inside the huge dungeon into which they have been cast, the other prisoners gang up on Cervantes and his manservant, and begin a mock trial, with the intention of stealing or burning his possessions. Cervantes wishes to desperately save a manuscript he carries with him and stages, with costumes, makeup, and the participation of the other prisoners, an unusual defense--the story of Don Quixote.",7.63776,1972-12-20,0.0,Man of La Mancha,6.7,15.0,1972,0.0
135000.0,46221.0,"In 2007, in the midst of the drought and water shortages, the NSW State government has unveiled plans to tap into and recycle millions of litres of water trapped in a network of abandoned train tunnels just beneath the heart of Sydney. However the government suddenly goes cold on the plan and it is not made public why. There is talk of homeless people who use the tunnel as shelter going missing, even though the government states that there are no homeless people in there. This, and the silence from the officials and ministers, leads a journalist, Natasha to begin an investigation into a government cover-up. She and her crew Pete (Producer), Steve (Cameraman) and Tangles (Sound Technichian) decide to investigate the story in the tunnel.",4.863972,2011-05-19,0.0,The Tunnel,5.6,117.0,2011,0.0
0.0,32054.0,"British writer/director John Boorman (The Emerald Forest) draws us into an astonishing and exhilarating portrait of his own childhood, set against the terrors of a London torn apart by the onset of WWII. Seven-year-old Billy Rohan (Sebastian Rice Edwards) finds his childhood to be atime of great dangerand even greater discovery. From thunderous bombings at his own doorstep andthe constant threat of Luftwaffe air raids to the landing of a German paratrooper in his neighborhood and the joyous obliteration of his much-hated school, Billy's young life is shapedand even enrichedby the one positive thing war has brought him: liberation from the ordinary. And though Billy is surrounded by decimation and the smoking remnants of ruined lives, his sense of enchanted wonderment and innocence in the face of man's most destructive folly affect him in a way that alters his life forever.",3.390491,1987-09-03,0.0,Hope and Glory,6.5,44.0,1987,0.0
0.0,51306.0,"A boss of a toy corporation, Chenggong Li, tries to head back to Chan Sar to celebrate the Chinese New Year with his family. However, plans don't go as smoothly after he crosses paths with a stranger, Geng Niu.",0.998342,2010-06-04,0.0,Lost on Journey,6.2,15.0,2010,0.0
0.0,180318.0,Based on actual court transcripts of 8 anti-war protesters on trial for conspiring to cause riots at the 1968 Democratic National Convention in Chicago.,0.974037,2011-06-04,0.0,The Chicago 8,5.0,2.0,2011,0.0
0.0,47282.0,A drama based on the novel by Charles Dickens which tells the story of Arthur Clennam who is thrown into a debtor's prison. There he meets a young seamstress whose father has been imprisoned for twenty-five years. A film in originally released in two parts.,0.424104,1987-12-11,0.0,Little Dorrit,10.0,1.0,1987,0.0
0.0,37342.0,"The rape of his teenage daughter instigated a violent, maniacal retribution on the perpetrator for which Georges was incarcerated in an asylum for the insane. When a stranger enters a quiet, country town and is seduced by a sensuous married woman he unwittingly finds himself at the centre of a storm of sexual guilt and murder for which he has been carefully and surreptitiously groomed to take full responsibility.",0.434981,1963-10-30,0.0,Maniac,6.4,5.0,1963,0.0
0.0,58483.0,"Ditte owns a gallery, has a loving boyfriend and her dream job in New York is within reach. But Ditte is also the youngest generation of the famous bakery dynasty, Rheinwald, and when her beloved, but dominating father comes down with a serious illness, Ditte is faced with the grueling decision: To pursue her own dreams, or to continue the legacy of her family.",0.575124,2011-02-24,0.0,A Family,6.0,5.0,2011,0.0
0.0,300302.0,It's James Franco's turn to step in to the celebrity hot seat for the latest installment of The Comedy Central Roast.,4.58277,2013-09-02,0.0,Comedy Central Roast of James Franco,7.3,35.0,2013,0.0
0.0,67880.0,"Adam Lemp, the Dean of the Briarwood Music Foundation, has passed on his love of music to his four early adult daughters - Thea, Emma, Kay and Ann - who live with him and his sister, the girls' Aunt Etta, in the long time family home. Of the four, Kay has the greatest promise as a musical performer, specifically as a singer. Theirs is a loving family, however much the girls exasperate their father with their love of popular music, since he loves only the classics, most specifically Beethoven. The girls support each other however they can, but each is an individual with her own distinct personality and wants, including the type of man each wants as a husband. Practical but deep in her heart romantic Emma has long been courted by their next door neighbor, unassuming florist Ernest Talbot, and clever Thea wants to be Mrs. Ben Crowley, he a wealthy up and coming banker with prospects. Only the youngest, the fun loving Ann, states that she doesn't want to get married.",0.724273,1938-08-09,0.0,Four Daughters,3.5,4.0,1938,0.0
0.0,407335.0,"When a small town woman with southern charm is given a big promotion managing a store in the Big Apple, she tries to adopt a big city personality and it leads to disastrous results.",0.525932,2016-08-13,0.0,Summer in the City,5.0,5.0,2016,0.0
0.0,79528.0,"What happens when western anthropologists descend on the Amazon and make one of the last unacculturated tribes in existence, the Yanomami, the most exhaustively filmed and studied tribe on the planet? Despite their ""do no harm"" creed and scientific aims, the small army of anthropologists that has studied the Yanomami since the 1960s has wreaked havoc among the tribe - and sparked a war within the anthropology community itself.",0.043862,2010-01-22,0.0,Secrets of the Tribe,5.0,1.0,2010,0.0
0.0,42176.0,"Hillary Kramer, successful Perfume magnate awakes one morning to find that her accountant has robbed her blind and left for South America. Going through all of her remaining assets she finds a boxer, purchased as a tax write off. She decides to take Kid Natural, (Eddie Scanlon) who is much more at home giving driving lessons, into the ring and use him as her key to riches. Eddie thinks this will only get him killed and resists.",2.467596,1979-06-22,0.0,The Main Event,4.8,13.0,1979,0.0
0.0,38165.0,"1865, The American Civil War: Five POW manage to escape by balloon from Fort Richmond. Caught in a storm and with the balloon damaged they find themselves 'shipwrecked' on a volcanic desert island somewhere in the Pacific. Just before crash landing their leader, the brilliant engineer Cyrus Smith falls to his apparent death in the raging waters, but later turns up completely unharmed and with no memory of how he was saved. His fellow castaways are: the famous journalist Gedeon Spilett, the salty sailor Bonaventure Pencroff, the orphaned boy Harbert Brown and the black servant of Smith, Nab. The dog Top also joined them in the escape.",1.398672,1973-03-17,0.0,The Mysterious Island,4.1,4.0,1973,0.0
0.0,65869.0,A writer/radio advice show host fails to heed his own advice as he stalks his ex-girlfriend and then becomes involved with an actress friend of hers.,0.532948,2001-04-22,0.0,Attraction,6.0,3.0,2001,0.0
30000000.0,203793.0,"Drama set in 1942, during one of the most important battles of World War II, which stopped the progress of Nazi forces and turned the tide of war in favor of the Allies. The Soviet army mounts a counter-attack on the Nazi forces that occupy half of Stalingrad on the other side of the Volga, but the operation to cross the river is unsuccessful. A few soldiers who managed to get to the other side take refuge in a house on the bank of Volga. Here they find a girl who didn’t escape when the Germans came. While the whole might of the German army descends onto them, the heroes of Stalingrad experience love, loss, joy and the sense of ultimate freedom that can only be felt by those about to die. They defend the house at all costs while the Red Army prepares for another attack.",0.595196,2013-10-09,68129518.0,Stalingrad,5.7,93.0,2013,2.2709839333333335
0.0,104146.0,The fish stays...the marriage goes! A comedy about long term relationships.,0.492555,1999-03-01,0.0,A Fish in the Bathtub,6.0,1.0,1999,0.0
0.0,26131.0,"Jordan Donavan, a photographer in New York, is so disappointed when after five years of going steady Edward Morgan offers her not marriage but just to move in with him, that she accepts the match-making arranged via a magazine by her female friend with Tyler Ross, a horse rancher in the West, whose candidacy was actually also posted by his sister. After a bad start they soon grow closer.",0.480985,2003-02-09,0.0,Straight From the Heart,5.0,5.0,2003,0.0
0.0,42186.0,Young female models are being strangled inexplicably. Will law enforcement be able to stop the crime wave before more women become victims?,0.562477,1944-11-11,0.0,Bluebeard,5.6,7.0,1944,0.0
0.0,20551.0,Jim Varney's recurring dim-bulb character Ernest P. Worrell returns in this film as a school bus driver seeking to obtain a high school diploma.,1.229301,1994-12-14,0.0,Ernest Goes to School,3.7,9.0,1994,0.0
0.0,98398.0,"When WW1 comes to an end, three pilots find themselves on hard times but they wind up in Hollywood where they work as stunt fliers for a sadistic director.",1.011163,1932-03-12,0.0,The Lost Squadron,5.4,5.0,1932,0.0
